pathway_a,pathway_b,partial_corr,p_value,jaccard,FDR,weight
HALLMARK_ALLOGRAFT_REJECTION,HALLMARK_INFLAMMATORY_RESPONSE,0.25002918086835385,4.69464475298555e-17,0.1019283746556473,1.0649888560013516e-15,0.17597877776200058
HALLMARK_ALLOGRAFT_REJECTION,HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.5822365359934053,2.7994785075947757e-100,0.0421052631578947,4.8990873882908573e-98,0.31217089957565003
HALLMARK_ALLOGRAFT_REJECTION,HALLMARK_INTERFERON_GAMMA_RESPONSE,0.5760767279967162,9.943359907053938e-98,0.1019283746556473,1.522576985767634e-95,0.33900255132618173
HALLMARK_ALLOGRAFT_REJECTION,HALLMARK_KRAS_SIGNALING_DN,0.10451058303820478,0.0005355975333760781,0.015228426395939,0.001924067385295295,0.05986950471707189
HALLMARK_ALLOGRAFT_REJECTION,HALLMARK_KRAS_SIGNALING_UP,0.22646935707065674,3.435184427782428e-14,0.0335917312661498,6.7872595548927e-13,0.13003054416840326
HALLMARK_ALLOGRAFT_REJECTION,HALLMARK_MITOTIC_SPINDLE,-0.10211048686383928,0.0007186692841239301,0.0075757575757575,0.002501050775715382,0.05484312221979839
HALLMARK_ALLOGRAFT_REJECTION,HALLMARK_MTORC1_SIGNALING,-0.03760556433002418,0.21392424083205333,0.0101010101010101,0.30562492593216006,0.02385328721551714
HALLMARK_ALLOGRAFT_REJECTION,HALLMARK_MYC_TARGETS_V1,0.10058186546222789,0.0008639141367364712,0.0126582278481012,0.0029561307751457466,0.05662004665516454
HALLMARK_ALLOGRAFT_REJECTION,HALLMARK_MYC_TARGETS_V2,-0.08233077580046193,0.006436788240864247,0.0038910505836575,0.016635159483246207,0.043110913192059716
HALLMARK_ALLOGRAFT_REJECTION,HALLMARK_MYOGENESIS,0.06299129907337735,0.03723603580093065,0.0050251256281407,0.07333463642466245,0.03400821235075902
